RTSA-04-RS-PAE-CGO_SW-226 172.16.186.51 1468
RTSA-01-RS-PAE-VOZ_SW-224 172.16.184.132 914
SWAC-05-SP-SPO-BRF 10.255.3.4 6404
SWAC-01-SP-SPO-NVA 10.255.3.40 439
RTSA-02-SP-SPO-GCO 172.31.111.211 2679
SWAC-03-RS-PAE-HMT 172.16.58.91 4065
RTSA-02-SP-SPO-PDM 10.255.3.68 4768
SWAC-01-RS-POI-TEL-POI 172.16.186.155 112
rtsa-01-sp-spo-brf 10.255.3.3 2976
RTSA-03-RS-PAE-CGO 172.16.61.74 370
SWAC-06-SP-SPO-GMM 10.255.3.39 2608
SW-STE-01-CR-X670-001 10.150.109.3 7418
RTSA-01-RS-CAN-CSU-AIRSW-197 172.16.5.157 496
RTSA-03-RS-PAE-STC 172.16.184.227 1799
RJ.RJO.RB1.SW.EX.004 10.255.4.4 320
RTSA-02-RS-PAE-CGO 172.16.9.252 1710
RTSA-02-SP-SPO-CAT 10.255.3.42 324
RTSA-01-SP-DTC-TVT3-POI 172.24.23.94 370
SWAC-13-RS-PAE-STC 172.16.187.187 3259
RTSA-01-SP-POI-CTBC-POI 10.255.3.56 144
RTSA-01-SP-SPO-CSL 10.255.3.37 934
RTSA-01-SP-DTC-MTX-POI 10.255.3.26 78
SWAC-ISP-01-RS-PAE-JOA 172.16.9.222 733
RTSA-01-SP-DTC-TMK-POI 10.255.3.57 4132
RTSA-01-RS-POI-LV3-POI 172.16.0.109 1245
RTSA-01-SP-SPO-ACL 10.255.3.58 993
RTSA-02-PAE-STC 172.16.184.91 1905
RTSA-01-RS-PAE-PTS 172.16.172.52 386
SWAC-02-SP-SPO-TTP 10.255.3.84 3592
RTSA-01-SP-SPO-BRX 10.255.3.54 1248
RTSA-01-RS-CHN-CHN 172.16.179.178 661
rtsa-01-sp-grs-gru 10.255.3.67 722
RJ.RJO.CPG.SW.EX.003 10.255.4.3 2436
RTSA-03-SP-CAS-CAS 10.255.3.59 180
RTSA-01-RS-EIO-EST 172.16.153.123 518
RTSA-02-SP-OCO-OCO 10.255.3.126 376
RTSA-01-SP-SPO-AIR 10.255.3.35 308
RTSA-01-SP-SPO-VLO 10.255.3.137 135
RTSA-01-RS-DSR-DOI 172.16.14.67 205
SWAC-01-SP-SPO-PJD 10.255.3.141 315
RJ.RJO.ALG2.SW.EX.005 10.255.4.5 225
RTSA-01-SP-SPO-VGE 10.255.3.38 138
BA.SDR.CDA.SW.EX.147 10.255.147.0 188
RTSA-01-RS-PAE-RNP-POI-SW525 10.255.0.23 109
SWAC-05-SP-SPO-BSA 10.255.3.83 381
RTSA-02-SP-SCN-SCS 10.255.3.78 5211
RJ.RJO.TVT.SW.EX.012 10.255.4.12 195
RTSA-02-SP-DTC-LV3-POI 10.255.0.92 166
SWAC-06-SP-SPO-VCR 10.255.3.132 216
RTSA-03-RS-PAS-PA2-DC1 172.16.103.218 712
RTSA-01-SP-CJR-POL 10.255.3.22 81
CUV-Z07-01-CR-X670-001 10.150.109.6 3440
RTSA-01-SP-POI-OI-POI 10.255.3.105 51
SWAC-01-RS-PAE-IDC 172.16.187.82 234
RJ.RJO.LV3.SW.EX.011 10.255.4.11 251
RTSA-04-RS-PAE-STC 172.16.249.90 90
SWAC-03-SP-IAQ-ITQ 10.255.3.131 6990
RJ.RJO.ALG1.SW.EX.010 10.255.4.10 301
BA.SDR.CDA.SW.EX.2 10.255.5.2 218
SLA-BVT-01-CR-X670-001 10.150.109.5 3132
VPN-IND-01-CR-X670-48x-001 10.150.109.2 121
RTSA-01-SP-SPO-PDM 10.255.3.19 166
SWAC-01-RS-PAE-CGO 172.16.186.154 417
RTSA-02-PR-CTA-VQM_AIRSW-457 172.22.0.2 241
RTSA-01-RS-PMB-PMI 172.16.127.242 415
RTSA-01-RS-LJO-LJO 172.16.142.61 4143
SWAC-14-RS-PAE-STC 172.16.249.138 4810
SWAC-01-RS-IJU-ISU 172.16.152.66 79
RJ.RJO.PLC.SW.EX.006 10.255.4.6 326
RTSA-01-RS-FRL-FAR 172.16.15.66 428
RJ.RJO.CIT.SW.EX.007 10.255.4.7 157
RTSA-01-SP-SPO-TRT 10.255.3.79 27
RTSA-01-SP-DTC-ODT-POI 10.255.3.104 341
RJ.RJO.DHC.SW.EX.028 10.255.4.28 437
RTSA-01-RS.SCR.GAN 172.16.81.139 3850
AIRSW-052 172.16.2.10 94
SWAC-07-SP-SPO-PDM 10.255.3.86 1020
RJ.RJO.CIV.SW.EX.021 10.255.4.21 663
RTSA-01-RS-BGV-BGO-AIRSW-577 172.16.129.170 163
RTSA-01-GTI-GVI 172.16.62.59 80
SWAC-04-SP-STS-STS 10.255.3.2 351
RTSA-01-SP-SPO-TTP 10.255.3.43 64
RTSA-01-RS-PAE-POL 172.16.8.138 67
RTSA-01-SP-SPO-PPH 10.255.3.80 117
rtsa-01-mg-mcl-mcl 10.150.109.8 2277
RTSA-01-RS.SMA.JMS-AIRSW-552 172.16.205.178 244
RTSA-01-RS-NVSR-NSR 172.16.113.58 458
RJ.RJO.SCT.SW.EX.023 10.255.4.23 272
RTSA-01-RS-DDO-GM2 172.16.117.138 failure
RTSA-01-SP-SPO-CAT 10.255.3.139 73
RTSA-01-SP-POI-TIG-POI 10.255.3.87 35
RTSA-01-SP-DTC-LCW-POI 10.255.3.70 13
RTPE-01-SP-SPO-VRAO 172.24.166.6 79
RTSA-01-SCR-SCL 172.16.81.154 100
RJ.RJO.ANC.SW.EX.029 10.255.4.29 124
RTSA-06-PAE-STC 172.16.0.90 1067
RTSA-01-RS-IJI-ISU 172.16.152.114 3029
RTSA-01-RS-CCR-CC1 172.16.78.162 229
RTSA-01-SP-POI-NEX-POI 10.255.3.49 33
RTSA-01-SP-SPO-MOO 10.255.3.1 124
RTSA-01-RS-MGO-MNG 172.16.104.122 126
RTSA-01-RS-TRF-TRF 172.16.236.74 155
SWAC-01-RS-PAE-FLR 172.16.4.178 170
SWAC-08-SP-SPO-PDM 10.255.3.113 4958
RTSA-01-RS-OSR-OSR 172.16.12.91 542
SWAC-01-SP-DTC-EQ1-POI 10.255.3.8 16
RTSA-02-RS-SAN-SMA 172.16.180.52 166
RTSA-01-RS-IJH-IJH_SW-186 172.16.20.50 67
RTSA-01-RS-VAO-VM2 172.16.225.138 342
RTSA-01-RS-CEN-CA2 172.16.83.58 failure
RJ.RJO.ARZ.SW.EX.030 10.255.4.30 69
RTSA-01-SP-SPO-NVA 10.255.3.20 435
swac-04-rs-tri-tdi 172.16.222.146 151
SWAC-03-RS-SRO-SRO 172.16.213.58 142
SWAC-02-SP-CAS-CAS 10.255.3.88 138
RJ.RJO.FLA.SW.EX.027 10.255.4.27 143
RTSA-02-SC-PAC-GAL_SW-422 172.20.0.2 255
RTSA-01-SP-RPO-SLM 10.255.3.17 2109
RTPE-01-SP-SPO-BRF 172.24.138.157 37
RTSA-01-RS-VAA-VCA 172.16.92.58 312
SWAC-01-SP-DDA-DDA 10.255.3.91 62
RTSA-01-RS-SIV-SIV 172.16.203.98 77
RJ.RJO.ALG1.SW.EX.015 10.255.4.15 49
RTSA-02-SP-CAS-CAS 10.255.3.11 54
RTSA-01-RS-TUN-HMO 172.16.22.210 54
PLO-MAG-01-CR-X670-48x-001 10.150.109.4 61
RJ.RJO.MEN.SW.EX.018 10.255.4.18 210
SWAC-01-RS-PAE-HMT 172.17.25.66 74
RJ.RJO.TLP.SW.EX.013 10.255.4.13 260
SWAC-01-SP-OCO-OCO 10.255.3.147 154
SWAC-01-RS-KDK-CCA 172.16.69.91 79
RTSA-01-SP-SPO-STN 10.255.3.9 58
rtsa-02-sp-mmm-jos 10.255.3.135 1370
RTSA-01-RS-SGB-PFO 172.16.232.58 2983
RTSA-01-SP-MMM-JOS 10.255.3.92 3184
RTSA-01-RS.SEE.SPE 172.16.155.194 88
RTSA-03-SP-DTC-EQ2-POI 10.255.3.122 28
RTSA-01-RS-BPR-BMP 172.16.181.130 66
SWAC-01-SP-DTC-ACT-POI 10.255.3.50 3252
RTSA-01-SP-SPO-POA 10.255.3.33 47
RTSA-02-RS-TES-TR1_AIRSW-432 172.17.4.58 76
RTSA-01-SP-SPO-LIB 10.255.3.81 50
RJ.RJO.GPK.SW.EX.009 10.255.4.9 129
swac-02-sc-pac-gal 172.20.0.50 64
RTSA-01-RS-VAO-MRU 172.16.169.154 64
RTSA-03-RS-SDD-SLD 172.16.135.154 97
SWAC-02-RS-CAN-CSU-AIRSW-753 172.17.44.50 119
SWAC-04-RS-PAE-PTS 172.17.30.50 86
BCV-PER-01-CR-X670-001.4 10.150.109.9 40
SWAC-01-RS.SMA.JMS-AIRSW-731 172.16.200.52 252
RTSA-01-RS-NPT-NP3-AIRSW-565 172.16.42.106 45
RTSA-01-RS-SIA-SI2 172.17.16.58 52
RTSA-01-RS.SMA.SMA-AIRSW-392 172.16.188.82 13
RTSA-01-RS-SAN-SMA 172.16.180.146 66
rtsa-01-rs-cza-cz2 172.16.140.74 114
rtsa-01-rs-jcs-jcs 172.17.3.58 593
RTSA-01-RS-GAO-GRE 172.16.51.130 2024
SWAC-01-RS-SJA-SBSA 172.17.18.58 84
RJ.RJO.PEN.SW.EX.008 10.255.4.8 47
RTPE-01-RJ-RJO-SCR 172.28.22.100 32
RTSA-01-RS-CND-CD1 172.16.143.194 46
RTSA-01-RS-CIO-CRN 172.16.29.218 55
RTSA-01-SP-SJV-SJV 10.255.3.109 3126
SWAC-01-SP-SPO-VGE 10.255.3.76 46
SWAC-04-PR-CTA-VQM_SW-679 172.22.0.138 66
