RTSA-04-RS-PAE-CGO_SW-226 172.16.186.51 591
RTSA-01-RS-PAE-VOZ_SW-224 172.16.184.132 627
SWAC-05-SP-SPO-BRF 10.255.3.4 262
SWAC-01-SP-SPO-NVA 10.255.3.40 88
RTSA-02-SP-SPO-GCO 172.31.111.211 0
SWAC-03-RS-PAE-HMT 172.16.58.91 134
RTSA-02-SP-SPO-PDM 10.255.3.68 71
SWAC-01-RS-POI-TEL-POI 172.16.186.155 120
rtsa-01-sp-spo-brf 10.255.3.3 120
RTSA-03-RS-PAE-CGO 172.16.61.74 133
SWAC-06-SP-SPO-GMM 10.255.3.39 64
SW-STE-01-CR-X670-001 10.150.109.3 142
RTSA-01-RS-CAN-CSU-AIRSW-197 172.16.5.157 133
RTSA-03-RS-PAE-STC 172.16.184.227 134
RJ.RJO.RB1.SW.EX.004 10.255.4.4 133
RTSA-02-RS-PAE-CGO 172.16.9.252 103
RTSA-02-SP-SPO-CAT 10.255.3.42 57
RTSA-01-SP-DTC-TVT3-POI 172.24.23.94 0
SWAC-13-RS-PAE-STC 172.16.187.187 109
RTSA-01-SP-POI-CTBC-POI 10.255.3.56 91
RTSA-01-SP-SPO-CSL 10.255.3.37 49
RTSA-01-SP-DTC-MTX-POI 10.255.3.26 25
SWAC-ISP-01-RS-PAE-JOA 172.16.9.222 89
RTSA-01-SP-DTC-TMK-POI 10.255.3.57 75
RTSA-01-RS-POI-LV3-POI 172.16.0.109 84
RTSA-01-SP-SPO-ACL 10.255.3.58 41
RTSA-02-PAE-STC 172.16.184.91 59
RTSA-01-RS-PAE-PTS 172.16.172.52 78
SWAC-02-SP-SPO-TTP 10.255.3.84 28
RTSA-01-SP-SPO-BRX 10.255.3.54 58
RTSA-01-RS-CHN-CHN 172.16.179.178 77
rtsa-01-sp-grs-gru 10.255.3.67 54
RJ.RJO.CPG.SW.EX.003 10.255.4.3 47
RTSA-03-SP-CAS-CAS 10.255.3.59 39
RTSA-01-RS-EIO-EST 172.16.153.123 62
RTSA-02-SP-OCO-OCO 10.255.3.126 52
RTSA-01-SP-SPO-AIR 10.255.3.35 38
RTSA-01-SP-SPO-VLO 10.255.3.137 42
RTSA-01-RS-DSR-DOI 172.16.14.67 49
SWAC-01-SP-SPO-PJD 10.255.3.141 55
RJ.RJO.ALG2.SW.EX.005 10.255.4.5 51
RTSA-01-SP-SPO-VGE 10.255.3.38 29
BA.SDR.CDA.SW.EX.147 10.255.147.0 47
RTSA-01-RS-PAE-RNP-POI-SW525 10.255.0.23 47
SWAC-05-SP-SPO-BSA 10.255.3.83 38
RTSA-02-SP-SCN-SCS 10.255.3.78 25
RJ.RJO.TVT.SW.EX.012 10.255.4.12 43
RTSA-02-SP-DTC-LV3-POI 10.255.0.92 35
SWAC-06-SP-SPO-VCR 10.255.3.132 48
RTSA-03-RS-PAS-PA2-DC1 172.16.103.218 48
RTSA-01-SP-CJR-POL 10.255.3.22 36
CUV-Z07-01-CR-X670-001 10.150.109.6 43
RTSA-01-SP-POI-OI-POI 10.255.3.105 31
SWAC-01-RS-PAE-IDC 172.16.187.82 40
RJ.RJO.LV3.SW.EX.011 10.255.4.11 38
RTSA-04-RS-PAE-STC 172.16.249.90 31
SWAC-03-SP-IAQ-ITQ 10.255.3.131 22
RJ.RJO.ALG1.SW.EX.010 10.255.4.10 34
BA.SDR.CDA.SW.EX.2 10.255.5.2 41
SLA-BVT-01-CR-X670-001 10.150.109.5 34
VPN-IND-01-CR-X670-48x-001 10.150.109.2 42
RTSA-01-SP-SPO-PDM 10.255.3.19 31
SWAC-01-RS-PAE-CGO 172.16.186.154 32
RTSA-02-PR-CTA-VQM_AIRSW-457 172.22.0.2 21
RTSA-01-RS-PMB-PMI 172.16.127.242 31
RTSA-01-RS-LJO-LJO 172.16.142.61 32
SWAC-14-RS-PAE-STC 172.16.249.138 26
SWAC-01-RS-IJU-ISU 172.16.152.66 27
RJ.RJO.PLC.SW.EX.006 10.255.4.6 29
RTSA-01-RS-FRL-FAR 172.16.15.66 30
RJ.RJO.CIT.SW.EX.007 10.255.4.7 27
RTSA-01-SP-SPO-TRT 10.255.3.79 7
RTSA-01-SP-DTC-ODT-POI 10.255.3.104 25
RJ.RJO.DHC.SW.EX.028 10.255.4.28 34
RTSA-01-RS.SCR.GAN 172.16.81.139 30
AIRSW-052 172.16.2.10 8
SWAC-07-SP-SPO-PDM 10.255.3.86 14
RJ.RJO.CIV.SW.EX.021 10.255.4.21 27
RTSA-01-RS-BGV-BGO-AIRSW-577 172.16.129.170 22
RTSA-01-GTI-GVI 172.16.62.59 21
SWAC-04-SP-STS-STS 10.255.3.2 12
RTSA-01-SP-SPO-TTP 10.255.3.43 9
RTSA-01-RS-PAE-POL 172.16.8.138 26
RTSA-01-SP-SPO-PPH 10.255.3.80 22
rtsa-01-mg-mcl-mcl 10.150.109.8 23
RTSA-01-RS.SMA.JMS-AIRSW-552 172.16.205.178 22
RTSA-01-RS-NVSR-NSR 172.16.113.58 29
RJ.RJO.SCT.SW.EX.023 10.255.4.23 20
RTSA-01-RS-DDO-GM2 172.16.117.138 21
RTSA-01-SP-SPO-CAT 10.255.3.139 4
RTSA-01-SP-POI-TIG-POI 10.255.3.87 17
RTSA-01-SP-DTC-LCW-POI 10.255.3.70 3
RTPE-01-SP-SPO-VRAO 172.24.166.6 17
RTSA-01-SCR-SCL 172.16.81.154 21
RJ.RJO.ANC.SW.EX.029 10.255.4.29 21
RTSA-06-PAE-STC 172.16.0.90 17
RTSA-01-RS-IJI-ISU 172.16.152.114 23
RTSA-01-RS-CCR-CC1 172.16.78.162 20
RTSA-01-SP-POI-NEX-POI 10.255.3.49 11
RTSA-01-SP-SPO-MOO 10.255.3.1 16
RTSA-01-RS-MGO-MNG 172.16.104.122 15
RTSA-01-RS-TRF-TRF 172.16.236.74 20
SWAC-01-RS-PAE-FLR 172.16.4.178 17
SWAC-08-SP-SPO-PDM 10.255.3.113 7
RTSA-01-RS-OSR-OSR 172.16.12.91 18
SWAC-01-SP-DTC-EQ1-POI 10.255.3.8 8
RTSA-02-RS-SAN-SMA 172.16.180.52 22
RTSA-01-RS-IJH-IJH_SW-186 172.16.20.50 8
RTSA-01-RS-VAO-VM2 172.16.225.138 21
RTSA-01-RS-CEN-CA2 172.16.83.58 19
RJ.RJO.ARZ.SW.EX.030 10.255.4.30 failure
RTSA-01-SP-SPO-NVA 10.255.3.20 17
swac-04-rs-tri-tdi 172.16.222.146 13
SWAC-03-RS-SRO-SRO 172.16.213.58 16
SWAC-02-SP-CAS-CAS 10.255.3.88 10
RJ.RJO.FLA.SW.EX.027 10.255.4.27 17
RTSA-02-SC-PAC-GAL_SW-422 172.20.0.2 19
RTSA-01-SP-RPO-SLM 10.255.3.17 11
RTPE-01-SP-SPO-BRF 172.24.138.157 21
RTSA-01-RS-VAA-VCA 172.16.92.58 15
SWAC-01-SP-DDA-DDA 10.255.3.91 11
RTSA-01-RS-SIV-SIV 172.16.203.98 13
RJ.RJO.ALG1.SW.EX.015 10.255.4.15 13
RTSA-02-SP-CAS-CAS 10.255.3.11 15
RTSA-01-RS-TUN-HMO 172.16.22.210 11
PLO-MAG-01-CR-X670-48x-001 10.150.109.4 19
RJ.RJO.MEN.SW.EX.018 10.255.4.18 12
SWAC-01-RS-PAE-HMT 172.17.25.66 14
RJ.RJO.TLP.SW.EX.013 10.255.4.13 15
SWAC-01-SP-OCO-OCO 10.255.3.147 13
SWAC-01-RS-KDK-CCA 172.16.69.91 12
RTSA-01-SP-SPO-STN 10.255.3.9 9
rtsa-02-sp-mmm-jos 10.255.3.135 4
RTSA-01-RS-SGB-PFO 172.16.232.58 7
RTSA-01-SP-MMM-JOS 10.255.3.92 9
RTSA-01-RS.SEE.SPE 172.16.155.194 14
RTSA-03-SP-DTC-EQ2-POI 10.255.3.122 6
RTSA-01-RS-BPR-BMP 172.16.181.130 9
SWAC-01-SP-DTC-ACT-POI 10.255.3.50 6
RTSA-01-SP-SPO-POA 10.255.3.33 10
RTSA-02-RS-TES-TR1_AIRSW-432 172.17.4.58 7
RTSA-01-SP-SPO-LIB 10.255.3.81 11
RJ.RJO.GPK.SW.EX.009 10.255.4.9 11
swac-02-sc-pac-gal 172.20.0.50 5
RTSA-01-RS-VAO-MRU 172.16.169.154 11
RTSA-03-RS-SDD-SLD 172.16.135.154 13
SWAC-02-RS-CAN-CSU-AIRSW-753 172.17.44.50 8
SWAC-04-RS-PAE-PTS 172.17.30.50 8
BCV-PER-01-CR-X670-001.4 10.150.109.9 12
SWAC-01-RS.SMA.JMS-AIRSW-731 172.16.200.52 10
RTSA-01-RS-NPT-NP3-AIRSW-565 172.16.42.106 8
RTSA-01-RS-SIA-SI2 172.17.16.58 8
RTSA-01-RS.SMA.SMA-AIRSW-392 172.16.188.82 1
RTSA-01-RS-SAN-SMA 172.16.180.146 4
rtsa-01-rs-cza-cz2 172.16.140.74 11
rtsa-01-rs-jcs-jcs 172.17.3.58 9
RTSA-01-RS-GAO-GRE 172.16.51.130 9
SWAC-01-RS-SJA-SBSA 172.17.18.58 8
RJ.RJO.PEN.SW.EX.008 10.255.4.8 9
RTPE-01-RJ-RJO-SCR 172.28.22.100 10
RTSA-01-RS-CND-CD1 172.16.143.194 7
RTSA-01-RS-CIO-CRN 172.16.29.218 10
RTSA-01-SP-SJV-SJV 10.255.3.109 5
SWAC-01-SP-SPO-VGE 10.255.3.76 8
SWAC-04-PR-CTA-VQM_SW-679 172.22.0.138 5
RTSA-01-SP-PGE-STI 10.255.3.5 7
RTSA01-RS.FWN.FDW-airsw-444 172.17.5.50 5
SWAC-01-RS-POI-TIM-POI-SW155 172.16.184.114 8
RTSA-01-SP-SOC-NMS 10.255.3.53 4
RJ-SCT-VOZ-SW-032 10.255.0.73 5
RTSA-01-SP-RPO-RRP 10.255.3.51 4
RJ.RJO.PLC.SW.EX.017 10.255.4.17 3
CE.FLA.SPO.SW.EX.03 10.255.6.3 9
RTSA-01-SP-ARQ-ARQ 10.255.3.16 8
RTSA-01-RS-NVP-NPS 172.16.40.52 4
RJ.RJO.PDF.SW.JN.051 11.255.51.0 6
RTSA-01-SP-SPO-AME 10.255.3.82 7
RTSA-01-SP-BRU-BRU 10.255.3.15 8
RTSA-01-SP-INE-MPR 10.255.3.6 10
RTSA-01-SP-CAS-DTC-TIM 10.255.3.93 8
RTSA-01-RS-VAI-VEN 172.16.36.106 6
RTSA-01-RS-CFD-CDI 172.16.248.50 8
RTSA-01-RS-TEP-TEP 172.17.11.58 4
RTSA-01-RS-TJR-TPJ 172.16.145.114 6
RTSA-01-SP-STS-STS 10.255.3.121 10
RTSA-01-SP-DTC-IBM-POI 10.255.3.134 8
SWAC-02-RS-KDK-CCA-AIRSW-578 172.16.69.114 6
SWAC-01-RS-CIO-CRN 172.16.29.202 5
RTSA-01-RS-TES-TEF_SW-320 172.16.50.68 3
RTSA-01-RS-DPO-DPO 172.17.12.58 7
RTSA-01-SP-JAI-JAI 10.255.3.25 7
RTSA-01-RS-CLB-CLB 172.16.175.53 5
SWAC-01-SP-LRA-NML 10.255.3.100 2
RTSA-01-SP-BEP-SPS 10.255.3.72 5
RJ.RJO.SCR.SW.EX.016 10.255.4.16 4
RTSA-01-SP-SPO-BRF-VOZ_SW-021 10.255.0.52 5
RTSA-01-SP-JAU-JAU 10.255.3.73 3
RTPE-01-RJ-RJO-TLP 172.28.24.26 7
CE.FLA.SPO.SW.EX.2 10.255.6.2 6
RTSA-04-SP-DTC-EQ2-POI 10.255.3.136 2
RTSA-01-RS-KDK-CCA-AIRSW-685 172.16.69.122 7
RTSA-01-RS-PMM-PMI 172.16.157.90 5
SWAC-02-RS-VAI-VEN 172.16.36.138 4
RTSA-01-SP-SPO-UOL-POI 10.255.3.34 6
RTSA-01-SP-PDI-PDI 10.255.3.74 2
RTSA-01-PR-CTA-LV3-POI_SW-621 172.22.0.98 6
RTSA-01-MG-BHE-SER-VOZ(AIRSW-695) 10.255.0.162 5
RTPE-01-MG-BHE-BPT 10.150.21.9 5
SWAC-01-SP-CPR-OSO 10.255.3.64 2
RTSA-01-SP-DTC-GVT-POI 10.255.3.55 0
RTSA-01-RS-SRO-SRO 172.16.213.60 6
RTSA-01-RS-HZA-HZA 172.17.22.58 5
RTSA-01-RS-GRD-GRD 172.17.9.58 5
RTSA-01-RS-SBY-SEB 172.16.190.114 4
SWAC-01-SP-SOC-NMS 10.255.3.61 5
RTSA-01-SP-LRA-NML 10.255.3.99 4
RTSA-01-RS-UGN-ITQ 172.16.206.58 4
RTSA-01-RS-SLV-STL 172.16.203.58 3
RTSA-01-RS.SHN.SDM 172.16.119.147 4
RTSA-01-RS-SJA-SBSA 172.17.18.90 4
RTSA-01-RS-TMI-TMI-AIRSW-538 172.17.23.58 3
RJ.RJO.RB1.SW.EX.014 10.255.4.14 5
RTSA-01-SP-MOC-ASP 10.255.3.110 4
RTSA-01-RS-LVH-LVH 172.16.2.50 4
RTSA-01-SP-POI-INT-POI 10.255.3.97 2
SWAC-05-RS-PAE-STC 172.16.211.219 3
SWAC-01-SP-POI-TIG-POI 10.255.3.77 0
RTSA-02-SP-CNH-CNH 10.255.3.65 1
RTSA-01-SP-SPO-VRO-VOZ_SW-709 172.24.70.11 4
